Author,Description,Gener,title
Scholastic,"If you are a fan of comics and the wonderful world of superheroes, then this book will definitely satiate your reading senses. We've all followed the Marvel superhero contingent which includes the likes of Iron Man, the Hulk, Thor, Captain America and more.The Marvel Encyclopedia, as it is rightly named, is a book full of amazing stories of different Marvel characters. The book also gives exciting insights about some lesser known characters from the Marvel universe.",Children  ,"Marvel - Super Hero Encyclopedia,  (English, Hardcover, Scholastic)"
,,,
Amrish Shah,"Edgy, Entertaining, Enriching, Love heals. A NGO field officer-Shyla learns about her father being an Indian Militant leader, who raped her mother (thats how she was born). She decides to hunt him down for revenge. Enroute she falls in love with a Forest smuggler, Neil with a do or die attitude. They both have a common mission, a common enemy, a sociopath with a deadly plan and a dreaded enemy of the state of Chhattisgarh in the heart of India. When two soulmates unite with equal daredevilry, against the cruelest Circumstances and fight their inner demons only to discover their true Calling, they are recognized as Tiger Mates. Find out who is your Tiger Mate.About the AuthorAmrish Shah is an Indian Author, Screenwriter and Filmmaker. Amrish is the Screenwritter for Bollywood Blockbuster DON 2, starring Sharukh Khan, which grossed fifty million dollars worldwide.","9781482836615, 1482836610  ","Tiger Mates - A Romantic Caper Novel,  (English, Hardcover, Amrish Shah)"
,,,
Fernandes Luis,,Juvenile Fiction  ,"Hanuman to the Rescue,  (English, Paperback, Fernandes Luis)"
,,,
Anant Pai,"It is little wonder that Indra was the lord of all gods - he displayed the true characteristics of a perfect leader. It was his diligence and eye for detail that ensured that only the virtuous were given god-like status. Arrogance and impatience were soon corrected. But, most importantly, as a leader, Lord Indra strove to be worthy of his position. Though references of Indra occur in Hindu scriptures from Vedic times to the medieval age, there had been a gradual erosion in his importance. The Vedic Indra, wielder of the thunderbolt, was among the most important deities, but by the Puranic period, he had become almost a vassal of the Trimurti","9788189999056, 8189999052  ","Indra And Shibi,  (English, Paperback, Anant Pai)"
,,,
Harriet Beecher Stowe,"""And, perhaps, among us may be found generous spirits, who do not estimate honor and justice by dollars and cents."" Arthur Shelby, a Kentucky farmer, is heavily in debt. While on the verge of losing his farm and everything else that he owns, Shelby decides to cope up with the financial crisis by selling two of his slaves-the middle-aged Uncle Tom whose faith is unwavering and, the son of Mrs. Emily Shelby's maid Eliza, Harry-to a gruff slave trader named Haley for money. But the Shelby family shares a warm and affectionate relationship with their slaves. What happens when Eliza, who was promised by the virtuous Mrs. Emily Shelby that her son would never be sold, comes to know of the arrangement? A heart-wrenching tale giving insights into the lives of the African American slaves in the pre-Civil War America, Harriet Beecher Stowe's Uncle Tom's Cabin highlights the evils of slavery. At once fierce and stirring, the book is credited to have fanned the flames of the abolitionist cause. The bestselling novel and the second bestselling book of the nineteenth century after the Bible, Uncle Tom's Cabin continues to remain a significant part of American literature.About the AuthorBorn on June 14, 1811, in Litchfield, Connecticut, Harriet Elisabeth Beecher Stowe received a traditional academic education at her sister Catherine's school and studied classics and languages. She moved to Cincinnati, Ohio, when she was twenty-one. In Cincinnati, Stowe met several African Americans who had endured the Cincinnati riots of 1829, which took place between the Irish immigrants and the African Americans. Stowe also read a lot of abolitionist literature. She began writing a story about the evils of slavery based on the literature that she had read and her personal observations. The story was first serialized in Washington, D.C.'s abolitionist newspaper The National Era in 1851-52. It was published in book form in 1852 titled Uncle Tom's Cabin; or, Life Among the Lowly. The novel was a sensation when it came out and is considered to have helped ignite the Civil War. After her husband's death in 1886, Stowe's health started deteriorating. She breathed her last on July 1, 1896, aged eighty-five. An American abolitionist and a famous author, Harriet Beecher Stowe continues to remain an important figure in world literature.",Literature & Fiction  ,"Uncle Tom's Cabin - The Novel That Inflamed the Abolitionist Cause and Fueled the Events Leading to the American Civil War,  (English, Paperback, Harriet Beecher Stowe)"
,,,
Om Book,,"9789380070568, 938007056X  ","Tintin The Red Rekham Ka Khazana (Hindi ) PB,  (English, Paperback, Om Book)"
,,,
Stilton Geronimo,"Everyone adores chocolate and chocolate lovers are plenty. So, why is it that Thea’s friend’s chocolate factory is suddenly not doing well?Summary of the BookThea and her friends are excited as they are about to visit their friend in Ecuador who owns a chocolate factory. This means yummy chocolates coming their way. The factory has been running for a major award because it has good environmental methods. However, something goes wrong and suddenly their friend’s chocolate factory is not doing as well as it used to. The production of the chocolate starts to go downhill and no one knows why. The Thea Sisters suspect that this could be the job of an enemy and it is up to them to find out who did this. Will they be able to save their friend’s factory and make sure that it wins the award?About Geronimo StiltonGeronimo Stilton is the pseudonym of the famous Italian writer Elisabetta Dami. She has written the famous series of books on Geronimo Stilton. She co-owns the Italian based publishing company called Edizioni Piemme. She likes to get all her ideas through her travels to places around the world.",Juvenile Fiction  ,"Thea Stilton#19 Thea Stilton and the Chocolate Sabotage,  (English, Paperback, Stilton Geronimo)"
,,,
Stilton Geronimo,"Geronimo Stilton is excited about visiting his Uncle. However, he did not realize that his uncle had called him for help in a stinky cheese situation.Summary of the BookIt was just another day for Geronimo Stilton and he was finishing off work so he could get home to his cozy crib. In the evening, he opened a letter from Uncle Stingysnout. It said that his uncle needed to see him immediately. He was quite excited about it and headed straight for Penny Pincher Castle. He was positive that this was going to be a fun visit and he needed a break. When he reached, he was in for an unpleasant surprise as Uncle Stingysnout put him straight to work. The vacation was terrible as it involved dealing with moldy mozzarella.About Geronimo StiltonGeronimo Stilton is the pseudonym of the famous Italian writer Elisabetta Dami. She has written the famous series of books on Geronimo Stilton. She co-owns the Italian based publishing company called Edizioni Piemme. She likes to get all her ideas through her travels to places around the world.",Juvenile Fiction  ,"Geronimo Stilton#57 The Stinky Cheese Vacation,  (English, Paperback, Stilton Geronimo)"
,,,
Herge,"Tintin: The Seven Crystal Balls is the thirteenth book in the Tintin series. It is one of the two volume stories, this being the first part. In this book, an ancient curse strikes down the members of an expedition who uncovered an Inca Tomb.Summary Of The BookThe Tomb of Inca Rascar Capac has been uncovered and treasures taken out for study and display. It is making headlines everywhere, and the archaeological team, the Sanders-Hardiman expedition, that made the discovery is the center of attention.Tintin: The Seven Crystal Balls begins with a discussion about this news. Tintin is taking a train and on the journey, a fellow passenger sees Tintin reading an article about the expedition, and says nothing good will come of it. He says the ancients should be left undisturbed in their resting places, not have them violated by busybodies.Tintin arrives at Marlinspike Hall to visit Captain Haddock and Professor Calculus. Tintin and Haddock attend a music hall performance. A clairvoyant creates a scene when she unexpectedly makes a prediction about the illness of a member of the Sanders-Hardiman expedition.One by one, the members of the expedition are affected by a strange illness which sends them into a state of coma. When the victims are found, by the side of each lie shattered fragments of a crystal ball. Professor Calculus’ friend, Professor Hercules Tarragon is the only member not yet affected.They visit Tarragon, who now has police protection. He is the one who actually has the mummy of Rascar Capac in his mansion. When Tintin and his companions are with Tarragon, there is a lightning strike, a strange ball of fire hurtles inside the house, and the mummy disappears.In the middle of the night, Tintin, Haddock and Calculus are all awakened by dreams about the mummy. They find Professor Tarragon unconscious, with shattered crystals on the floor beside his bed. To add to the confusion, Professor Calculus is kidnapped.Tintin visits the hospital where the affected men are being treated. Suddenly and simultaneously, all of them wake up screaming about being attacked by some mysterious figures. Then, they all slip back into coma again.The story continues in the next book Prisoners of the Sun.About HergeHerge is a Belgian Cartoonist and illustrator.Some of his other books are Fred and Mile, The Adventures of Tim the Squirrel out West, Tintin in the Congo, The Crab with the Golden Claws, The Calculus Affair, Land of Black Gold, and The Castafiore Emerald.Georges Prosper Remi, who used the pen name of Herge, began his career as an illustrator in the Boy Scouts magazine. He also created a comic strip, The Adventure of Totor C.P. of the June Bugs, about a Boy Scout patrol leader. This was his first published comic strip. Later, he began working for the Catholic newspaper, Le Vingtième Siècle. When the newspaper began a children’s supplement, he developed the character of Tintin and began a comic strip featuring the boy reporter.","9781405206242, 1405206241  ","Tintin: The Seven Crystal Balls,  (English, Paperback, Herge)"
